lat,long,period,stress,chem_ph,chem_cond,chem_turb,chem_doc,chem_calcium,chem_ammonia_n,chem_nitrate_n,chem_silica,Ablabesmyia,Acentrella.Acerpenna.Amercaenis.Americabaetis.Anafroptilum.Anthopotamus.Apobaetis.Attenella.Baetis.Baetisca.Barbaetis.Brachycercus.Caenis.Callibaetis.Campsurus.Caudatella.Centroptilum.Choroterpes.Cinygma.Cinygmula.Cloe.Cloeon.Dannella.Dentatella.Diphetor.Drunella.Ecdyonurus.Ecdyurus.Epeorus.Ephemera.Ephemerella.Ephoron.Eurycaenis.Eurylophella.Euthyplocia.Fallceon.Habrophlebia.Habrophlebiodes.Heptagenia.Heterocloeon.Hexagenia.Iron.Ironodes.Iswaeon.Labiobaetis.Leptophlebia.Leucrocuta.Litobrancha.Maccaffertium.Matriella.Neochoroterpes.Nixe.Palingenia.Paracloeodes.Paraleptophlebia.Penelomax.Plauditus.Potamanthus.Procloeon.Pseudocloeon.Raptoheptagenia.Rhithrogena.Serratella.Sparbarus.Stenacron.Stenonema.Susperatus.Teloganopsis.Timpanoga.Tsalia,Argia,Ceratopsyche.Hydropsyche,Chironomus.Einfeldia.Glyptotendipes,Cricotopus.Orthocladius,Cryptochironomus,Dero,Dicranota,Helicopsyche,Hyalella,Krenopsectra.Micropsectra.Tanytarsus,Labrundinia.Nilotanypus,Larsia,Microtendipes,Neostempellina.Stempellina,Oecetis,Pagastia,Paracladopelma,Paramerina.Zavrelimyia,Paratanytarsus,Phaenopsectra.Tribelos,Physa,Polypedilum,Procladius,Rhyacophila,Sialis,Simulium,Thienemannimyia,community,community_size
36.8691,-92.4703,2015 - 2020,low,8.26,401.45,2.53,0.63,47.916,0.011,0.4588,9.141,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,2
36.8721,-82.4734,2000 - 2005,low,7.1,30,0.379,1.43,113.7,0.3,0.7,3.92,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0_0,4
36.8776,-103.8756,2015 - 2020,low,8.42,650.8,6.09,1.71,60.979,0.042,0.5965,22.09,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0_1_0_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,3
36.8776,-88.4116,2010 - 2015,high,7.46,116.4,6.82,3.81,10.44,0.087,0.308,11.278,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1,5
36.9022,-95.1643,2015 - 2020,high,7.84,959,15.8,4.45,92.1,0.099,0.133,6.65,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0_1_0_0_1_0_0_0_0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0,5
36.9126,-83.4556,2000 - 2005,low,7.76,716,1.09,1.37,3581.8,0.2,49.9,5.53,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0_1_0_1_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,4
36.9127,-83.4555,2005 - 2010,low,7.92,817.38,7.06,1.45,85.54,0.003,0.12404,5.315,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0_1_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0,4
36.9188,-102.5199,2000 - 2005,low,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,2
36.9248,-79.2301,2015 - 2020,low,7.53,51.76,11.16,1.12,3.661,0.01,0.2447,15.732,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_1_0,4
36.9258,-79.7506,2000 - 2005,low,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0_1_0_1_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_1_0,5
36.9299,-78.3579,2000 - 2005,low,7.02,131,22.9,4.76,535.9,58.7,12.9,22.55,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1_0_0_0_1_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_1_0_1_0_0_0_0_1,7
36.9301,-78.3576,2005 - 2010,low,7.55,102.48,21.85,5.76,7.809,0.114,0.32559,19.661,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0_0_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_1_0_0_1_1_1,6
36.935,-85.7777,2005 - 2010,high,8.1,448.95,3.74,1.96,59.61,0.067,0.39101,7.608,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1_1_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1,6
36.935,-85.7777,2010 - 2015,high,8.27,422,1.58,1.08,60.16,0.017,1.198,6.698,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1,4
36.935,-85.7777,2015 - 2020,high,8.24,284.9,74.9,3.81,41.626,0.147,1.2948,6.522,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1_1_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1,6
36.9513,-95.0354,2005 - 2010,high,7.74,271.12,31.8,9.42,25.89,1.44,0.07062,9.422,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0,3
36.9513,-95.0354,2015 - 2020,high,7.75,290,23.3,13.7,25.1,0.23,0.126,3.49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0_0_0,2
36.9539,-103.5031,2015 - 2020,low,8.45,1950.1,5.11,5.64,114.289,0.007,0.0081,16.55,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0,3
36.9554,-106.5421,2000 - 2005,low,7.89,169,4.75,4.77,939,0.5,0.8,18.19,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0_1_0_1_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0,4
36.9637,-119.2314,2005 - 2010,low,7.97,154.9,3.65,1.98,12.31,0.022,0.00742,25.135,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_1_1_0_1_0_0_0_0_0,6
36.9637,-119.2314,2010 - 2015,low,7.755,159.5,2.65,3.25,14.55,0.01485,0.086,20.3,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0_1_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0,4
36.9649,-100.1811,2005 - 2010,low,8.75,4894.4,3.81,3.92,122.5,0.018,0.08252,18.147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0_1_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,2
36.9653,-82.0518,2005 - 2010,low,8.64,399.88,4.84,1.75,41.23,0.027,1.33342,5.835,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_1_0,4
36.9682,-80.6464,2015 - 2020,low,6.73,16.1,1.71,1.45,0.623,0.005,0.0648,9.141,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0_1_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0_1,6
36.9794,-103.1849,2015 - 2020,low,8.55,1708.9,7.15,5.24,60.361,0.009,0.0076,1.432,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0_1_0_0_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_0_0_0_1_1_0_0_0_0_0,5
36.9848,-81.1875,2000 - 2005,low,7.39,117,1.18,1.41,286.4,0.6,6.1,5.47,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,2
36.9883,-95.1167,2005 - 2010,high,8.27,633.22,8.28,4.16,97.04,0.01,0.00274,6.343,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0,3
36.9987,-80.3831,2000 - 2005,low,7.51,79,3.95,1.5,328.1,0.4,35.4,14.11,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_1_0,4
37.0428,-84.0466,2010 - 2015,low,7.67,201,8.08,4.81,19.39,0.034,0.3,6.98,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1_1_1_0_0_0_1_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0,6
37.0428,-84.0466,2015 - 2020,low,7.78,205.315,7.8,3.34,20.1445,0.062,0.39565,6.7285,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1_1_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_1,6
37.0445,-121.7286,2000 - 2005,low,8.14,322,0.216,0.65,1750.4,0.4,12.1,20.21,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0,2
37.0445,-119.1104,2000 - 2005,low,7.6,24,0.2,1.27,106.8,0.8,0,14.17,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0_1_0_0_0_1_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0,4
37.0454,-79.2532,2005 - 2010,low,7.08,27.87,5.21,0.7,1.551,0.018,0.27378,10.356,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_1_1,6
37.0476,-80.7275,2000 - 2005,low,7.95,507,1.31,1.95,2020.8,0.4,79.3,7.37,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0_1_0_0_0_1_0_0_0_1_0_1_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0,5
37.0492,-79.8299,2000 - 2005,low,7.55,84,11.2,1.48,335.6,0.9,41.8,13.66,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_1_0,4
37.0508,-98.7155,2015 - 2020,low,8.13,2695.8,2.28,5.32,467.849,0.011,0.0548,15.153,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0,2
37.0559,-80.2994,2015 - 2020,high,7.62,78.6,11.08,1.56,5.461,0.07,0.5277,16.269,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0_1_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1,5
37.056,-80.2994,2005 - 2010,high,7.44,72.4,3.54,2.53,4.726,0.03,0.24164,19.818,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0_0_0_0_0_0_1_0_0_0_1_0_0_0_1_0_0_0_0_0_1_0_0_1_0_0_0_1_1,7
37.056,-80.2994,2010 - 2015,high,7.57,82.9,11.91,2.65,5.511,0.113,0.313,18.697,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0_0_0_0_0_0_0_0_0_0_1_1_0_0_1_0_0_0_0_0_1_0_0_1_0_0_0_1_1,7
37.0614,-105.9829,2005 - 2010,low,7.94,76.86,4.87,3.15,8.836,0.042,0.00478,23.547,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0_1_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0,4
37.0614,-105.9829,2010 - 2015,low,7.92,152.2,3.59,8.05,20.89,0.021,0.005,31.462,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0,2
37.0671,-99.5589,2005 - 2010,low,8.38,4925.06,4.75,4.77,142.9,0.019,0.04383,18.41,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0_1_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0,4
37.0711,-107.6141,2010 - 2015,low,8.28,277,174.24,4.62,36.66,0.013,0.017,8.125,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0_1_0_1_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0,4
37.0711,-107.6141,2015 - 2020,low,8.41,232.4,43.54,5.81,30.462,0.01,3.00E-04,8.049,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0_0_0_1_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0,2
37.0719,-97.5085,2015 - 2020,high,8.77,582.86,26.44,2.9,65.733,0.006,0.6977,16.715,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0,3
37.0769,-113.597,2005 - 2010,low,8.05,2880,2.83,3.17,302,0.015,1.71472,20.459,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0,2
37.0769,-113.597,2010 - 2015,high,8.06,3100,0.29,2.88,339,0,2.189,26.55,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0,3
37.0807,-86.5716,2000 - 2005,low,7.9,379,10.6,3.7,3342.4,2.4,139.5,8.82,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1_1_1_0_0_1_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0,7
37.0851,-122.2474,2000 - 2005,low,7.51,269,1.06,1.66,972.6,0.4,9.3,24.26,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0_1_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_1_0_0_1_0_0_0_0_0,5
37.0867,-83.6024,2010 - 2015,low,7.5,62.5,5.48,1.46,4.68,0.003,0.185,7.889,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,2
37.0873,-99.2533,2015 - 2020,low,9.44,372.5,6.01,7.88,42.255,0.022,0.0242,16.054,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0_1_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0,4
37.0904,-83.6067,2000 - 2005,low,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0,2
37.0963,-89.2934,2015 - 2020,high,7.91,821.1,18.04,7.5,113.345,0.342,NA,20.127,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0,2
37.102,-81.0427,2010 - 2015,low,8.42,384,2.91,2,39.88,0.024,0.463,7.956,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0_1_1_0_0_0_0_0_0_1_0_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0,5
37.1021,-81.0427,2005 - 2010,high,8.6,298.88,3.37,1.09,39.47,0.017,0.16007,6.32,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0_1_0_0_0_0_0_0_0_1_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0,4
37.1112,-79.6054,2000 - 2005,low,7.22,78,42.4,2.84,305,1.4,13.1,21.29,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0_1_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_1_0_1_0_0_0_0_0,5
37.1144,-119.1693,2010 - 2015,low,6.88,12,0.25,1.77,0.9,0.0024,0.005,9.87,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0_1_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0,4
37.1163,-86.443,2005 - 2010,high,8.13,339.61,4.39,1.51,54.5,0.036,1.64496,10.292,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_1_0_1_0_0_0_0_0,6
37.1203,-98.9849,2005 - 2010,low,8.16,1089.99,6.46,2.86,175.2,0.006,0.06863,19.76,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0,2
37.1333,-113.663,2000 - 2005,low,8.43,558,45.5,2.65,3080.3,0.5,2.9,24.82,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0_1_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0,3
37.1342,-108.1637,2000 - 2005,low,8.18,697,7.08,2.22,3477.3,0.3,2.1,11.64,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0,2
37.1379,-77.5003,2010 - 2015,low,7.24,71.4,4.47,6.78,4.63,0.045,0.146,12.617,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1_1_0_0_0_0_0_0_0_0_0_1_1_0_0_0_1_0_0_0_0_1_0_0_1_0_0_0_0,7
37.1592,-82.1662,2000 - 2005,low,7.68,274,0.347,1.79,1235.4,0.4,1.1,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0_1_0_1_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0,4
37.1593,-82.1661,2005 - 2010,low,7.83,412.38,5.54,1.53,38.53,0.027,0.03865,8.986,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,2
37.1594,-80.8578,2005 - 2010,low,8.1,275.73,3.67,1.37,31.5,0.025,0.15406,5.852,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0_1_1_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_1_0_1_0_0_0_0_0,6
37.1619,-88.7141,2015 - 2020,high,7.425,156.95,8.935,3.72,16.2325,0.309,1.61965,10.828,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_1_0_0_0_0_0,5
37.1713,-96.8491,2010 - 2015,low,8.23,416,2.7,2.87,76.17,0.005,0,4.135,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0_0_0_0_1_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0_0_0,5
37.1748,-79.0965,2000 - 2005,high,7.1,63,17.3,1.91,195,1.9,53.7,15.55,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0_1_0_1_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0,4
37.1761,-105.731,2005 - 2010,low,8.65,343.48,4.92,2.91,24.85,0.004,0,32.783,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0_1_0_1_0_1_0_0_0_0_0_0_0_0_1_0_1_0_0_0_0_0_0_1_0_0_0_0_0,6
37.1761,-105.731,2015 - 2020,low,8.48,450,3.69,3.47,30.238,0.008,NA,27.861,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0_1_0_0_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_1_1_1_0_0_0_0_1,7
37.1793,-113.3778,2010 - 2015,low,8.01,3500,8.13,1.16,192.6,0.108,0.461,18.513,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0_1_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_1_0,4
37.1814,-91.2098,2000 - 2005,low,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0,3
37.1905,-89.5978,2000 - 2005,high,7.55,483,6.1,5.93,2179.4,11.4,9.6,11.78,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0_1_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_1_1_1_0_0_0_0,6
37.1911,-86.9502,2005 - 2010,low,6.95,248.72,1.58,2.36,20.08,0.014,0.01313,11.846,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0,3
37.2046,-83.5279,2010 - 2015,low,6.75,25.7,3.22,1.56,1.5,0.004,0.152,6.878,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_1_0_0_0_1_0_0_0_1_0_0_0_0_0,5
37.2046,-83.5279,2015 - 2020,low,6.78,23.69,40.42,1.79,1.29,0.006,0.1047,5.965,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0_1_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0,3
37.2066,-112.9787,2010 - 2015,low,8.54,832,33.73,1.09,59.63,0.004,0.041,11.583,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,2
